Vaccine,Dose,Geography Type,Geography,Birth Year/Birth Cohort,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
PCV,≥3 Doses,States/Local Areas,New York,2015,Age,35 Months,91.2,86.7 to 94.7,503
PCV,≥3 Doses,States/Local Areas,New York,2015-2016,Age,35 Months,90.8,87.9 to 93.3,1009
PCV,≥3 Doses,States/Local Areas,NY-City of New York,2015,Age,35 Months,89.8,81.8 to 95.2,249
PCV,≥3 Doses,States/Local Areas,NY-City of New York,2015-2016,Age,35 Months,88.8,84.5 to 92.4,552
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2015,Age,35 Months,92.5,88.1 to 95.8,254
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2015-2016,Age,35 Months,92.8,88.7 to 95.8,457
PCV,≥3 Doses,States/Local Areas,North Carolina,2015,Age,35 Months,97.6,92.8 to 99.5,320
PCV,≥3 Doses,States/Local Areas,North Carolina,2015-2016,Age,35 Months,97.2,94.2 to 98.9,672
PCV,≥3 Doses,States/Local Areas,North Dakota,2015,Age,35 Months,94.6,90.9 to 97.1,217
PCV,≥3 Doses,States/Local Areas,North Dakota,2015-2016,Age,35 Months,94.4,91.7 to 96.5,444
PCV,≥3 Doses,States/Local Areas,Ohio,2015,Age,35 Months,89,84.0 to 92.9,292
PCV,≥3 Doses,States/Local Areas,Ohio,2015-2016,Age,35 Months,91,87.5 to 93.8,575
PCV,≥3 Doses,States/Local Areas,Oklahoma,2015,Age,35 Months,93.3,88.2 to 96.8,275
PCV,≥3 Doses,States/Local Areas,Oklahoma,2015-2016,Age,35 Months,90.8,87.5 to 93.5,594
PCV,≥3 Doses,States/Local Areas,Oregon,2015,Age,35 Months,94,87.4 to 97.8,243
PCV,≥3 Doses,States/Local Areas,Oregon,2015-2016,Age,35 Months,91.5,86.4 to 95.2,420
PCV,≥3 Doses,States/Local Areas,Pennsylvania,2015,Age,35 Months,91.2,85.1 to 95.5,517
PCV,≥3 Doses,States/Local Areas,Pennsylvania,2015-2016,Age,35 Months,93.4,90.0 to 96.0,1097
PCV,≥3 Doses,States/Local Areas,PA-Philadelphia,2015,Age,35 Months,93.6,88.8 to 96.8,218
PCV,≥3 Doses,States/Local Areas,PA-Philadelphia,2015-2016,Age,35 Months,95.2,92.5 to 97.2,444
PCV,≥3 Doses,States/Local Areas,PA-Rest of state,2015,Age,35 Months,90.6,83.3 to 95.7,299
PCV,≥3 Doses,States/Local Areas,PA-Rest of state,2015-2016,Age,35 Months,93.1,89.1 to 96.0,653
PCV,≥3 Doses,HHS Regions/National,Region 1,2015,Age,35 Months,95.8,93.9 to 97.3,1509
PCV,≥3 Doses,HHS Regions/National,Region 1,2015-2016,Age,35 Months,95.1,93.5 to 96.4,2930
PCV,≥3 Doses,HHS Regions/National,Region 2,2015,Age,35 Months,92.5,89.3 to 95.1,818
PCV,≥3 Doses,HHS Regions/National,Region 2,2015-2016,Age,35 Months,92.1,89.9 to 93.9,1622
PCV,≥3 Doses,HHS Regions/National,Region 3,2015,Age,35 Months,93.7,91.1 to 95.8,2071
PCV,≥3 Doses,HHS Regions/National,Region 3,2015-2016,Age,35 Months,94.4,92.8 to 95.7,4326
PCV,≥3 Doses,HHS Regions/National,Region 4,2015,Age,35 Months,94.5,92.8 to 96.0,2218
PCV,≥3 Doses,HHS Regions/National,Region 4,2015-2016,Age,35 Months,94.1,92.9 to 95.2,4559
PCV,≥3 Doses,HHS Regions/National,Region 5,2015,Age,35 Months,92.1,90.0 to 93.9,1735
PCV,≥3 Doses,HHS Regions/National,Region 5,2015-2016,Age,35 Months,92.9,91.6 to 94.1,3570
PCV,≥3 Doses,HHS Regions/National,Region 6,2015,Age,35 Months,94.3,92.8 to 95.5,2707
PCV,≥3 Doses,HHS Regions/National,Region 6,2015-2016,Age,35 Months,93.5,92.3 to 94.6,5562
PCV,≥3 Doses,HHS Regions/National,Region 7,2015,Age,35 Months,95.1,90.0 to 98.1,891
PCV,≥3 Doses,HHS Regions/National,Region 7,2015-2016,Age,35 Months,93,90.8 to 94.8,1851
PCV,≥3 Doses,HHS Regions/National,Region 8,2015,Age,35 Months,91.5,88.8 to 93.7,1488
PCV,≥3 Doses,HHS Regions/National,Region 8,2015-2016,Age,35 Months,92.2,90.6 to 93.7,2978
PCV,≥3 Doses,HHS Regions/National,Region 9,2015,Age,35 Months,95.4,90.5 to 98.2,1034
PCV,≥3 Doses,HHS Regions/National,Region 9,2015-2016,Age,35 Months,93.7,89.4 to 96.7,2154
PCV,≥3 Doses,States/Local Areas,Rhode Island,2015,Age,35 Months,97.3,94.2 to 99.0,248
PCV,≥3 Doses,States/Local Areas,Rhode Island,2015-2016,Age,35 Months,99.1,95.3 to 99.9,498
PCV,≥3 Doses,States/Local Areas,South Carolina,2015,Age,35 Months,94.1,89.7 to 97.0,273
PCV,≥3 Doses,States/Local Areas,South Carolina,2015-2016,Age,35 Months,93.4,90.3 to 95.8,564
PCV,≥3 Doses,States/Local Areas,South Dakota,2015,Age,35 Months,92.8,88.7 to 95.9,219
PCV,≥3 Doses,States/Local Areas,South Dakota,2015-2016,Age,35 Months,91,87.3 to 94.0,454
PCV,≥3 Doses,States/Local Areas,Tennessee,2015,Age,35 Months,95.8,92.7 to 97.8,241
PCV,≥3 Doses,States/Local Areas,Tennessee,2015-2016,Age,35 Months,94.5,91.9 to 96.6,459
PCV,≥3 Doses,States/Local Areas,Texas,2015,Age,35 Months,94.1,92.1 to 95.6,1640
PCV,≥3 Doses,States/Local Areas,Texas,2015-2016,Age,35 Months,93.5,91.9 to 94.9,3243
PCV,≥3 Doses,States/Local Areas,TX-Bexar County,2015,Age,35 Months,96.6,92.6 to 98.7,242
PCV,≥3 Doses,States/Local Areas,TX-Bexar County,2015-2016,Age,35 Months,95.8,92.7 to 97.8,471
PCV,≥3 Doses,States/Local Areas,TX-City of Houston,2015,Age,35 Months,96,91.4 to 98.5,141
PCV,≥3 Doses,States/Local Areas,TX-City of Houston,2015-2016,Age,35 Months,96.1,93.1 to 98.1,309
PCV,≥3 Doses,States/Local Areas,TX-Rest of state,2015,Age,35 Months,93.6,91.2 to 95.4,1257
PCV,≥3 Doses,States/Local Areas,TX-Rest of state,2015-2016,Age,35 Months,92.8,90.8 to 94.5,2463
PCV,≥3 Doses,HHS Regions/National,Region 10,2015,Age,35 Months,90.8,87.2 to 93.8,992
PCV,≥3 Doses,HHS Regions/National,Region 10,2015-2016,Age,35 Months,89.9,87.2 to 92.3,1867
PCV,≥3 Doses,States/Local Areas,Utah,2015,Age,35 Months,89.4,83.4 to 94.0,241
PCV,≥3 Doses,States/Local Areas,Utah,2015-2016,Age,35 Months,91.5,88.0 to 94.3,534
PCV,≥3 Doses,States/Local Areas,Vermont,2015,Age,35 Months,94,89.5 to 97.0,252
PCV,≥3 Doses,States/Local Areas,Vermont,2015-2016,Age,35 Months,95,92.4 to 96.9,500
PCV,≥3 Doses,States/Local Areas,Virginia,2015,Age,35 Months,94.7,89.9 to 97.8,374
PCV,≥3 Doses,States/Local Areas,Virginia,2015-2016,Age,35 Months,95.3,92.2 to 97.5,763
PCV,≥3 Doses,States/Local Areas,Washington,2015,Age,35 Months,89.5,83.6 to 94.0,278
PCV,≥3 Doses,States/Local Areas,Washington,2015-2016,Age,35 Months,88.5,84.1 to 92.2,558
PCV,≥3 Doses,States/Local Areas,West Virginia,2015,Age,35 Months,93.4,89.2 to 96.4,281
PCV,≥3 Doses,States/Local Areas,West Virginia,2015-2016,Age,35 Months,93,89.8 to 95.5,577
PCV,≥3 Doses,States/Local Areas,Wisconsin,2015,Age,35 Months,94.2,90.8 to 96.7,262
PCV,≥3 Doses,States/Local Areas,Wisconsin,2015-2016,Age,35 Months,93.4,90.7 to 95.5,537
PCV,≥3 Doses,States/Local Areas,Wyoming,2015,Age,35 Months,91.3,86.4 to 94.9,283
PCV,≥3 Doses,States/Local Areas,Wyoming,2015-2016,Age,35 Months,91.3,88.0 to 94.0,514
PCV,≥3 Doses,States/Local Areas,Alabama,2016,Age,35 Months,92.6,87.8 to 96.0,309
PCV,≥3 Doses,States/Local Areas,Alabama,2016-2017,Age,35 Months,94.4,91.6 to 96.5,568
PCV,≥3 Doses,States/Local Areas,Alaska,2016,Age,35 Months,87.3,80.8 to 92.4,228
PCV,≥3 Doses,States/Local Areas,Alaska,2016-2017,Age,35 Months,87.2,83.0 to 90.8,486
PCV,≥3 Doses,States/Local Areas,Arizona,2016,Age,35 Months,97,89.2 to 99.6,257
PCV,≥3 Doses,States/Local Areas,Arizona,2016-2017,Age,35 Months,94.1,90.2 to 96.8,535
PCV,≥3 Doses,States/Local Areas,Arkansas,2016,Age,35 Months,92.1,86.4 to 96.1,272
PCV,≥3 Doses,States/Local Areas,Arkansas,2016-2017,Age,35 Months,90.6,86.8 to 93.7,662
PCV,≥3 Doses,States/Local Areas,California,2016,Age,35 Months,91.2,84.9 to 95.7,306
PCV,≥3 Doses,States/Local Areas,California,2016-2017,Age,35 Months,91,86.9 to 94.2,724
PCV,≥3 Doses,States/Local Areas,Colorado,2016,Age,35 Months,93.9,89.6 to 96.9,247
PCV,≥3 Doses,States/Local Areas,Colorado,2016-2017,Age,35 Months,94.2,90.9 to 96.5,478
PCV,≥3 Doses,States/Local Areas,Connecticut,2016,Age,35 Months,95.4,89.2 to 98.6,182
PCV,≥3 Doses,States/Local Areas,Connecticut,2016-2017,Age,35 Months,92.8,87.9 to 96.2,366
PCV,≥3 Doses,States/Local Areas,Delaware,2016,Age,35 Months,93.9,89.0 to 97.1,233
PCV,≥3 Doses,States/Local Areas,Delaware,2016-2017,Age,35 Months,95.3,92.5 to 97.3,541
PCV,≥3 Doses,States/Local Areas,District of Columbia,2016,Age,35 Months,93,87.9 to 96.5,293
PCV,≥3 Doses,States/Local Areas,District of Columbia,2016-2017,Age,35 Months,92.7,89.4 to 95.3,607
PCV,≥3 Doses,States/Local Areas,Florida,2016,Age,35 Months,92.6,87.8 to 96.0,349
PCV,≥3 Doses,States/Local Areas,Florida,2016-2017,Age,35 Months,91.8,88.3 to 94.7,723
PCV,≥3 Doses,States/Local Areas,Georgia,2016,Age,35 Months,92.9,87.9 to 96.3,334
PCV,≥3 Doses,States/Local Areas,Georgia,2016-2017,Age,35 Months,92.2,88.6 to 95.0,626
PCV,≥3 Doses,States/Local Areas,Guam,2016,Age,35 Months,83.1,75.8 to 89.3,218
PCV,≥3 Doses,States/Local Areas,Guam,2016-2017,Age,35 Months,80.2,74.3 to 85.6,373
PCV,≥3 Doses,States/Local Areas,Hawaii,2016,Age,35 Months,90.1,84.8 to 94.2,230
PCV,≥3 Doses,States/Local Areas,Hawaii,2016-2017,Age,35 Months,92.5,88.5 to 95.5,459
PCV,≥3 Doses,States/Local Areas,Idaho,2016,Age,35 Months,94.2,90.2 to 96.9,190
PCV,≥3 Doses,States/Local Areas,Idaho,2016-2017,Age,35 Months,93.9,91.4 to 96.0,689
PCV,≥3 Doses,States/Local Areas,Illinois,2016,Age,35 Months,95,91.5 to 97.4,484
PCV,≥3 Doses,States/Local Areas,Illinois,2016-2017,Age,35 Months,94.9,92.7 to 96.6,986
PCV,≥3 Doses,States/Local Areas,IL-City of Chicago,2016,Age,35 Months,99.2,97.1 to 99.8,157
PCV,≥3 Doses,States/Local Areas,IL-City of Chicago,2016-2017,Age,35 Months,94.1,90.2 to 96.8,319
PCV,≥3 Doses,States/Local Areas,IL-Rest of state,2016,Age,35 Months,93.5,88.8 to 96.6,327
PCV,≥3 Doses,States/Local Areas,IL-Rest of state,2016-2017,Age,35 Months,95.2,92.5 to 97.1,667
PCV,≥3 Doses,States/Local Areas,Indiana,2016,Age,35 Months,90.3,84.7 to 94.5,285
PCV,≥3 Doses,States/Local Areas,Indiana,2016-2017,Age,35 Months,93.2,89.9 to 95.7,589
PCV,≥3 Doses,States/Local Areas,Iowa,2016,Age,35 Months,98.7,94.8 to 99.8,198
PCV,≥3 Doses,States/Local Areas,Iowa,2016-2017,Age,35 Months,95.3,92.3 to 97.4,426
PCV,≥3 Doses,States/Local Areas,Kansas,2016,Age,35 Months,90.5,85.4 to 94.3,301
PCV,≥3 Doses,States/Local Areas,Kansas,2016-2017,Age,35 Months,91.2,87.8 to 93.9,655
PCV,≥3 Doses,States/Local Areas,Kentucky,2016,Age,35 Months,96.3,89.4 to 99.2,181
PCV,≥3 Doses,States/Local Areas,Kentucky,2016-2017,Age,35 Months,94.7,90.7 to 97.3,419
PCV,≥3 Doses,States/Local Areas,Louisiana,2016,Age,35 Months,93.9,87.7 to 97.6,266
PCV,≥3 Doses,States/Local Areas,Louisiana,2016-2017,Age,35 Months,93.1,88.9 to 96.1,665
PCV,≥3 Doses,States/Local Areas,Maine,2016,Age,35 Months,92.5,87.9 to 95.9,243
PCV,≥3 Doses,States/Local Areas,Maine,2016-2017,Age,35 Months,93,89.9 to 95.5,502
PCV,≥3 Doses,States/Local Areas,Maryland,2016,Age,35 Months,93.6,89.4 to 96.6,464
PCV,≥3 Doses,States/Local Areas,Maryland,2016-2017,Age,35 Months,94.9,92.5 to 96.7,1230
PCV,≥3 Doses,States/Local Areas,Massachusetts,2016,Age,35 Months,94.2,89.1 to 97.5,267
PCV,≥3 Doses,States/Local Areas,Massachusetts,2016-2017,Age,35 Months,95.9,92.4 to 98.1,597
PCV,≥3 Doses,States/Local Areas,Michigan,2016,Age,35 Months,94.4,90.5 to 97.1,291
PCV,≥3 Doses,States/Local Areas,Michigan,2016-2017,Age,35 Months,94.1,91.3 to 96.2,693
PCV,≥3 Doses,States/Local Areas,Minnesota,2016,Age,35 Months,96.7,92.8 to 98.8,217
PCV,≥3 Doses,States/Local Areas,Minnesota,2016-2017,Age,35 Months,95.6,93.0 to 97.5,507
PCV,≥3 Doses,States/Local Areas,Mississippi,2016,Age,35 Months,96.5,93.5 to 98.4,307
PCV,≥3 Doses,States/Local Areas,Mississippi,2016-2017,Age,35 Months,95.2,92.5 to 97.2,628
PCV,≥3 Doses,States/Local Areas,Missouri,2016,Age,35 Months,90.2,84.5 to 94.5,238
PCV,≥3 Doses,States/Local Areas,Missouri,2016-2017,Age,35 Months,89.3,85.5 to 92.4,622
PCV,≥3 Doses,States/Local Areas,Montana,2016,Age,35 Months,89.6,84.0 to 93.8,257
PCV,≥3 Doses,States/Local Areas,Montana,2016-2017,Age,35 Months,91.8,88.0 to 94.8,522
PCV,≥3 Doses,States/Local Areas,Nebraska,2016,Age,35 Months,94.1,89.0 to 97.4,223
PCV,≥3 Doses,States/Local Areas,Nebraska,2016-2017,Age,35 Months,95.9,93.0 to 97.9,489
PCV,≥3 Doses,States/Local Areas,Nevada,2016,Age,35 Months,90.3,84.6 to 94.6,327
PCV,≥3 Doses,States/Local Areas,Nevada,2016-2017,Age,35 Months,89,84.9 to 92.4,671
PCV,≥3 Doses,States/Local Areas,New Hampshire,2016,Age,35 Months,92.2,87.4 to 95.6,231
PCV,≥3 Doses,States/Local Areas,New Hampshire,2016-2017,Age,35 Months,94.7,91.7 to 96.8,475
PCV,≥3 Doses,States/Local Areas,New Jersey,2016,Age,35 Months,94.4,89.7 to 97.4,298
PCV,≥3 Doses,States/Local Areas,New Jersey,2016-2017,Age,35 Months,93.4,89.6 to 96.2,561
PCV,≥3 Doses,States/Local Areas,New Mexico,2016,Age,35 Months,94.8,91.4 to 97.2,395
PCV,≥3 Doses,States/Local Areas,New Mexico,2016-2017,Age,35 Months,94.6,91.6 to 96.8,824
PCV,≥3 Doses,States/Local Areas,New York,2016,Age,35 Months,90.7,86.4 to 94.1,506
PCV,≥3 Doses,States/Local Areas,New York,2016-2017,Age,35 Months,92.7,90.1 to 94.8,1154
PCV,≥3 Doses,States/Local Areas,NY-City of New York,2016,Age,35 Months,88.5,82.8 to 93.0,303
PCV,≥3 Doses,States/Local Areas,NY-City of New York,2016-2017,Age,35 Months,90.2,86.6 to 93.1,706
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2016,Age,35 Months,92.8,85.6 to 97.2,203
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2016-2017,Age,35 Months,95.1,91.0 to 97.7,448
PCV,≥3 Doses,States/Local Areas,North Carolina,2016,Age,35 Months,96.9,93.3 to 98.8,352
PCV,≥3 Doses,States/Local Areas,North Carolina,2016-2017,Age,35 Months,94.9,91.5 to 97.2,644
PCV,≥3 Doses,States/Local Areas,North Dakota,2016,Age,35 Months,94.3,90.5 to 96.9,227
PCV,≥3 Doses,States/Local Areas,North Dakota,2016-2017,Age,35 Months,93.7,90.9 to 95.9,525
PCV,≥3 Doses,States/Local Areas,Ohio,2016,Age,35 Months,93.2,88.1 to 96.7,283
PCV,≥3 Doses,States/Local Areas,Ohio,2016-2017,Age,35 Months,90.5,86.1 to 94.0,566
PCV,≥3 Doses,States/Local Areas,Oklahoma,2016,Age,35 Months,88.4,83.8 to 92.2,319
PCV,≥3 Doses,States/Local Areas,Oklahoma,2016-2017,Age,35 Months,88.6,84.8 to 91.9,562
PCV,≥3 Doses,States/Local Areas,Oregon,2016,Age,35 Months,89.5,81.4 to 95.2,177
PCV,≥3 Doses,States/Local Areas,Oregon,2016-2017,Age,35 Months,90.7,85.9 to 94.4,372
PCV,≥3 Doses,States/Local Areas,Pennsylvania,2016,Age,35 Months,95.6,92.2 to 97.8,580
PCV,≥3 Doses,States/Local Areas,Pennsylvania,2016-2017,Age,35 Months,95.3,92.6 to 97.2,1140
PCV,≥3 Doses,States/Local Areas,PA-Philadelphia,2016,Age,35 Months,96.8,93.8 to 98.7,226
PCV,≥3 Doses,States/Local Areas,PA-Philadelphia,2016-2017,Age,35 Months,95.9,93.1 to 97.8,430
PCV,≥3 Doses,States/Local Areas,PA-Rest of state,2016,Age,35 Months,95.4,91.3 to 97.9,354
PCV,≥3 Doses,States/Local Areas,PA-Rest of state,2016-2017,Age,35 Months,95.2,92.0 to 97.4,710
PCV,≥3 Doses,HHS Regions/National,Region 1,2016,Age,35 Months,94.5,91.8 to 96.5,1421
PCV,≥3 Doses,HHS Regions/National,Region 1,2016-2017,Age,35 Months,94.9,93.0 to 96.4,3005
PCV,≥3 Doses,HHS Regions/National,Region 2,2016,Age,35 Months,91.8,88.5 to 94.4,804
PCV,≥3 Doses,HHS Regions/National,Region 2,2016-2017,Age,35 Months,92.8,90.8 to 94.6,1715
PCV,≥3 Doses,HHS Regions/National,Region 3,2016,Age,35 Months,95.1,93.2 to 96.5,2255
PCV,≥3 Doses,HHS Regions/National,Region 3,2016-2017,Age,35 Months,94.6,93.1 to 95.8,4881
PCV,≥3 Doses,HHS Regions/National,Region 4,2016,Age,35 Months,93.8,92.0 to 95.3,2341
PCV,≥3 Doses,HHS Regions/National,Region 4,2016-2017,Age,35 Months,93.2,91.8 to 94.4,4710
PCV,≥3 Doses,HHS Regions/National,Region 5,2016,Age,35 Months,93.8,92.1 to 95.3,1835
PCV,≥3 Doses,HHS Regions/National,Region 5,2016-2017,Age,35 Months,93.6,92.3 to 94.7,3854
PCV,≥3 Doses,HHS Regions/National,Region 6,2016,Age,35 Months,92.7,90.7 to 94.4,2855
PCV,≥3 Doses,HHS Regions/National,Region 6,2016-2017,Age,35 Months,91.6,90.1 to 92.9,5587
PCV,≥3 Doses,HHS Regions/National,Region 7,2016,Age,35 Months,92.4,89.7 to 94.7,960
PCV,≥3 Doses,HHS Regions/National,Region 7,2016-2017,Age,35 Months,92,90.2 to 93.6,2192
PCV,≥3 Doses,HHS Regions/National,Region 8,2016,Age,35 Months,93,90.9 to 94.8,1490
PCV,≥3 Doses,HHS Regions/National,Region 8,2016-2017,Age,35 Months,93.5,92.0 to 94.9,3133
PCV,≥3 Doses,HHS Regions/National,Region 9,2016,Age,35 Months,91.7,86.6 to 95.5,1120
PCV,≥3 Doses,HHS Regions/National,Region 9,2016-2017,Age,35 Months,91.3,88.1 to 93.9,2389
PCV,≥3 Doses,States/Local Areas,Rhode Island,2016,Age,35 Months,98.9,94.8 to 99.9,250
PCV,≥3 Doses,States/Local Areas,Rhode Island,2016-2017,Age,35 Months,98.4,95.3 to 99.6,487
PCV,≥3 Doses,States/Local Areas,South Carolina,2016,Age,35 Months,92.3,87.5 to 95.7,291
PCV,≥3 Doses,States/Local Areas,South Carolina,2016-2017,Age,35 Months,95.1,90.4 to 98.0,579
PCV,≥3 Doses,States/Local Areas,South Dakota,2016,Age,35 Months,89.3,83.1 to 94.0,235
PCV,≥3 Doses,States/Local Areas,South Dakota,2016-2017,Age,35 Months,91.5,87.9 to 94.4,570
PCV,≥3 Doses,States/Local Areas,Tennessee,2016,Age,35 Months,93.3,88.6 to 96.5,218
PCV,≥3 Doses,States/Local Areas,Tennessee,2016-2017,Age,35 Months,92.7,89.0 to 95.5,523
PCV,≥3 Doses,States/Local Areas,Texas,2016,Age,35 Months,93,90.3 to 95.2,1603
PCV,≥3 Doses,States/Local Areas,Texas,2016-2017,Age,35 Months,91.7,89.6 to 93.5,2874
PCV,≥3 Doses,States/Local Areas,TX-Bexar County,2016,Age,35 Months,94.9,90.1 to 97.8,229
PCV,≥3 Doses,States/Local Areas,TX-Bexar County,2016-2017,Age,35 Months,93,89.0 to 96.0,449
PCV,≥3 Doses,States/Local Areas,TX-City of Houston,2016,Age,35 Months,96.2,92.2 to 98.5,168
PCV,≥3 Doses,States/Local Areas,TX-City of Houston,2016-2017,Age,35 Months,92.6,88.6 to 95.7,339
PCV,≥3 Doses,States/Local Areas,TX-Dallas County,2016,Age,35 Months,83.2,72.0 to 91.8,118
PCV,≥3 Doses,States/Local Areas,TX-Dallas County,2016-2017,Age,35 Months,86.9,80.0 to 92.3,255
PCV,≥3 Doses,States/Local Areas,TX-El Paso County,2016,Age,35 Months,99.5,97.4 to 100.0,89
PCV,≥3 Doses,States/Local Areas,TX-El Paso County,2016-2017,Age,35 Months,98.5,94.0 to 99.8,206
PCV,≥3 Doses,States/Local Areas,TX-Hidalgo County,2016,Age,35 Months,95.5,89.8 to 98.5,132
PCV,≥3 Doses,States/Local Areas,TX-Hidalgo County,2016-2017,Age,35 Months,82.8,61.6 to 96.1,160
PCV,≥3 Doses,States/Local Areas,TX-Tarrant County,2016,Age,35 Months,91,83.5 to 96.0,162
PCV,≥3 Doses,States/Local Areas,TX-Tarrant County,2016-2017,Age,35 Months,92.8,87.3 to 96.5,222
PCV,≥3 Doses,States/Local Areas,TX-Rest of state,2016,Age,35 Months,91.9,88.1 to 94.9,705
PCV,≥3 Doses,States/Local Areas,TX-Rest of state,2016-2017,Age,35 Months,91.6,88.6 to 94.1,1243
PCV,≥3 Doses,HHS Regions/National,Region 10,2016,Age,35 Months,89,84.8 to 92.5,875
PCV,≥3 Doses,HHS Regions/National,Region 10,2016-2017,Age,35 Months,90.9,88.5 to 93.0,2294
PCV,≥3 Doses,States/Local Areas,Utah,2016,Age,35 Months,93.7,89.9 to 96.4,293
Hep B,≥3 Doses,States/Local Areas,Iowa,2014-2017,Poverty,<133% FPL,91.4,87.3 to 95.5,222
Hep B,≥3 Doses,States/Local Areas,Kansas,2014-2017,Poverty,<133% FPL,88.4,83.5 to 93.2,256
Hep B,≥3 Doses,States/Local Areas,Kentucky,2014-2017,Poverty,<133% FPL,91.4,87.0 to 95.8,263
Hep B,≥3 Doses,States/Local Areas,Louisiana,2014-2017,Poverty,<133% FPL,95,92.8 to 97.3,410
Hep B,≥3 Doses,States/Local Areas,Maine,2014-2017,Poverty,<133% FPL,87.5,83.3 to 91.7,275
Hep B,≥3 Doses,States/Local Areas,Maryland,2014-2017,Poverty,<133% FPL,87.7,82.0 to 93.4,287
Hep B,≥3 Doses,States/Local Areas,Massachusetts,2014-2017,Poverty,<133% FPL,95.1,90.5 to 99.6,164
Hep B,≥3 Doses,States/Local Areas,Michigan,2014-2017,Poverty,<133% FPL,89.8,84.9 to 94.6,267
Hep B,≥3 Doses,States/Local Areas,Minnesota,2014-2017,Poverty,<133% FPL,95.3,91.6 to 98.9,137
Hep B,≥3 Doses,States/Local Areas,Mississippi,2014-2017,Poverty,<133% FPL,91.3,88.1 to 94.6,393
Hep B,≥3 Doses,States/Local Areas,Missouri,2014-2017,Poverty,<133% FPL,85.9,81.2 to 90.6,280
Hep B,≥3 Doses,States/Local Areas,Montana,2014-2017,Poverty,<133% FPL,87.5,82.6 to 92.3,242
Hep B,≥3 Doses,States/Local Areas,Nebraska,2014-2017,Poverty,<133% FPL,92.1,87.6 to 96.7,236
Hep B,≥3 Doses,States/Local Areas,Nevada,2014-2017,Poverty,<133% FPL,87.4,83.1 to 91.7,341
Hep B,≥3 Doses,States/Local Areas,New Hampshire,2014-2017,Poverty,<133% FPL,87.4,80.6 to 94.1,173
Hep B,≥3 Doses,States/Local Areas,New Jersey,2014-2017,Poverty,<133% FPL,87.9,83.0 to 92.8,257
Hep B,≥3 Doses,States/Local Areas,New Mexico,2014-2017,Poverty,<133% FPL,90.7,87.3 to 94.0,506
Hep B,≥3 Doses,States/Local Areas,New York,2014-2017,Poverty,<133% FPL,90.8,88.2 to 93.4,646
Hep B,≥3 Doses,States/Local Areas,NY-City of New York,2014-2017,Poverty,<133% FPL,87.9,84.0 to 91.7,400
Hep B,≥3 Doses,States/Local Areas,NY-Rest of state,2014-2017,Poverty,<133% FPL,94.4,91.2 to 97.5,246
Hep B,≥3 Doses,States/Local Areas,North Carolina,2014-2017,Poverty,<133% FPL,93.7,90.4 to 97.0,302
Hep B,≥3 Doses,States/Local Areas,North Dakota,2014-2017,Poverty,<133% FPL,92,87.5 to 96.5,155
Hep B,≥3 Doses,States/Local Areas,Ohio,2014-2017,Poverty,<133% FPL,87.8,83.5 to 92.0,337
Hep B,≥3 Doses,States/Local Areas,Oklahoma,2014-2017,Poverty,<133% FPL,87.2,83.1 to 91.3,370
Hep B,≥3 Doses,States/Local Areas,Oregon,2014-2017,Poverty,<133% FPL,84.9,79.7 to 90.2,221
Hep B,≥3 Doses,States/Local Areas,Pennsylvania,2014-2017,Poverty,<133% FPL,87.3,82.5 to 92.2,636
Hep B,≥3 Doses,States/Local Areas,PA-Philadelphia,2014-2017,Poverty,<133% FPL,93.8,91.3 to 96.4,411
Hep B,≥3 Doses,States/Local Areas,PA-Rest of state,2014-2017,Poverty,<133% FPL,84.9,78.2 to 91.5,225
Hep B,≥3 Doses,States/Local Areas,Rhode Island,2014-2017,Poverty,<133% FPL,95.1,92.2 to 98.0,279
Hep B,≥3 Doses,States/Local Areas,South Carolina,2014-2017,Poverty,<133% FPL,93.5,90.0 to 96.9,327
Hep B,≥3 Doses,States/Local Areas,South Dakota,2014-2017,Poverty,<133% FPL,91.1,86.3 to 95.9,208
Hep B,≥3 Doses,States/Local Areas,Tennessee,2014-2017,Poverty,<133% FPL,92,88.4 to 95.6,298
Hep B,≥3 Doses,States/Local Areas,Texas,2014-2017,Poverty,<133% FPL,87.5,85.4 to 89.7,2381
Hep B,≥3 Doses,States/Local Areas,TX-Bexar County,2014-2017,Poverty,<133% FPL,92.1,88.7 to 95.5,352
Hep B,≥3 Doses,States/Local Areas,TX-City of Houston,2014-2017,Poverty,<133% FPL,88.9,84.5 to 93.3,319
Hep B,≥3 Doses,States/Local Areas,TX-Dallas County,2014-2017,Poverty,<133% FPL,84.3,78.3 to 90.2,209
Hep B,≥3 Doses,States/Local Areas,TX-El Paso County,2014-2017,Poverty,<133% FPL,95.9,93.2 to 98.6,283
Hep B,≥3 Doses,States/Local Areas,TX-Rest of state,2014-2017,Poverty,<133% FPL,86.3,82.9 to 89.6,838
Hep B,≥3 Doses,States/Local Areas,Utah,2014-2017,Poverty,<133% FPL,90.6,86.3 to 94.8,224
Hep B,≥3 Doses,States/Local Areas,Vermont,2014-2017,Poverty,<133% FPL,93,89.6 to 96.4,236
