Vaccine,Dose,Geography Type,Geography,Birth Year/Birth Cohort,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Hib,≥2 Doses,States/Local Areas,North Dakota,2018-2019,Age,7 Months,91.2,87.6 to 93.8,556
Hib,≥2 Doses,States/Local Areas,Ohio,2018,Age,7 Months,87.7,82.6 to 91.4,406
Hib,≥2 Doses,States/Local Areas,Ohio,2018-2019,Age,7 Months,88.8,85.3 to 91.5,790
Hib,≥2 Doses,States/Local Areas,Oklahoma,2018,Age,7 Months,89.4,83.1 to 93.6,194
Hib,≥2 Doses,States/Local Areas,Oklahoma,2018-2019,Age,7 Months,88.3,83.5 to 91.9,399
Hib,≥2 Doses,States/Local Areas,Oregon,2018,Age,7 Months,92.1,87.3 to 95.2,290
Hib,≥2 Doses,States/Local Areas,Oregon,2018-2019,Age,7 Months,92.1,88.6 to 94.5,554
Hib,≥2 Doses,States/Local Areas,Pennsylvania,2018,Age,7 Months,89.7,85.1 to 93.0,650
Hib,≥2 Doses,States/Local Areas,Pennsylvania,2018-2019,Age,7 Months,91.3,88.4 to 93.6,1291
Hib,≥2 Doses,States/Local Areas,PA-Philadelphia,2018,Age,7 Months,86.8,79.0 to 92.1,224
Hib,≥2 Doses,States/Local Areas,PA-Philadelphia,2018-2019,Age,7 Months,86.2,80.9 to 90.2,459
Hib,≥2 Doses,States/Local Areas,PA-Rest of state,2018,Age,7 Months,90.2,84.7 to 93.9,426
Hib,≥2 Doses,States/Local Areas,PA-Rest of state,2018-2019,Age,7 Months,92.3,88.8 to 94.7,832
Hib,≥2 Doses,States/Local Areas,Puerto Rico,2018,Age,7 Months,75,67.9 to 81.0,296
Hib,≥2 Doses,States/Local Areas,Puerto Rico,2018-2019,Age,7 Months,71,65.8 to 75.7,615
Hib,≥2 Doses,HHS Regions/National,Region 1,2018,Age,7 Months,95.9,94.1 to 97.2,1758
Hib,≥2 Doses,HHS Regions/National,Region 1,2018-2019,Age,7 Months,95.4,94.1 to 96.5,3433
Hib,≥2 Doses,HHS Regions/National,Region 2,2018,Age,7 Months,89.9,86.8 to 92.4,1002
Hib,≥2 Doses,HHS Regions/National,Region 2,2018-2019,Age,7 Months,89.8,87.6 to 91.7,1918
Hib,≥2 Doses,HHS Regions/National,Region 3,2018,Age,7 Months,90.6,88.1 to 92.6,2888
Hib,≥2 Doses,HHS Regions/National,Region 3,2018-2019,Age,7 Months,91.5,89.9 to 92.9,5328
Hib,≥2 Doses,HHS Regions/National,Region 4,2018,Age,7 Months,88.7,86.0 to 91.0,2317
Hib,≥2 Doses,HHS Regions/National,Region 4,2018-2019,Age,7 Months,89.7,88.0 to 91.2,4700
Hib,≥2 Doses,HHS Regions/National,Region 5,2018,Age,7 Months,88.9,86.9 to 90.6,2204
Hib,≥2 Doses,HHS Regions/National,Region 5,2018-2019,Age,7 Months,89.2,87.7 to 90.4,4227
Hib,≥2 Doses,HHS Regions/National,Region 6,2018,Age,7 Months,90.3,88.0 to 92.2,2533
Hib,≥2 Doses,HHS Regions/National,Region 6,2018-2019,Age,7 Months,90.6,88.9 to 92.0,4799
Hib,≥2 Doses,HHS Regions/National,Region 7,2018,Age,7 Months,90,87.0 to 92.3,1345
Hib,≥2 Doses,HHS Regions/National,Region 7,2018-2019,Age,7 Months,89.7,87.7 to 91.5,2614
Hib,≥2 Doses,HHS Regions/National,Region 8,2018,Age,7 Months,92.5,90.1 to 94.3,1790
Hib,≥2 Doses,HHS Regions/National,Region 8,2018-2019,Age,7 Months,92.5,90.9 to 93.8,3413
Hib,≥2 Doses,HHS Regions/National,Region 9,2018,Age,7 Months,91.4,88.0 to 94.0,1489
Hib,≥2 Doses,HHS Regions/National,Region 9,2018-2019,Age,7 Months,91.5,89.3 to 93.3,2847
Hib,≥2 Doses,States/Local Areas,Rhode Island,2018,Age,7 Months,93.8,89.0 to 96.6,225
Hib,≥2 Doses,States/Local Areas,Rhode Island,2018-2019,Age,7 Months,93.5,90.1 to 95.9,502
Hib,≥2 Doses,States/Local Areas,South Carolina,2018,Age,7 Months,90.7,84.7 to 94.5,244
Hib,≥2 Doses,States/Local Areas,South Carolina,2018-2019,Age,7 Months,89.9,85.6 to 93.0,489
Hib,≥2 Doses,States/Local Areas,South Dakota,2018,Age,7 Months,91,86.4 to 94.2,390
PCV,≥3 Doses,States/Local Areas,Wisconsin,2013-2014,Age,35 Months,89.4,84.8 to 93.1,459
PCV,≥3 Doses,States/Local Areas,Wyoming,2013,Age,35 Months,95.2,91.0 to 97.9,215
PCV,≥3 Doses,States/Local Areas,Wyoming,2013-2014,Age,35 Months,91.5,88.4 to 94.0,480
PCV,≥3 Doses,States/Local Areas,Alabama,2014,Age,35 Months,97.9,93.7 to 99.5,276
PCV,≥3 Doses,States/Local Areas,Alabama,2014-2015,Age,35 Months,97,94.3 to 98.6,563
PCV,≥3 Doses,States/Local Areas,Alaska,2014,Age,35 Months,91.3,87.1 to 94.6,275
PCV,≥3 Doses,States/Local Areas,Alaska,2014-2015,Age,35 Months,91.1,88.1 to 93.6,532
PCV,≥3 Doses,States/Local Areas,Arizona,2014,Age,35 Months,94.2,89.7 to 97.2,259
PCV,≥3 Doses,States/Local Areas,Arizona,2014-2015,Age,35 Months,91.2,87.6 to 94.1,507
PCV,≥3 Doses,States/Local Areas,Arkansas,2014,Age,35 Months,91,85.6 to 94.9,239
PCV,≥3 Doses,States/Local Areas,Arkansas,2014-2015,Age,35 Months,91.2,87.7 to 94.1,504
PCV,≥3 Doses,States/Local Areas,California,2014,Age,35 Months,88.9,82.0 to 94.0,355
PCV,≥3 Doses,States/Local Areas,California,2014-2015,Age,35 Months,91.7,86.9 to 95.3,648
PCV,≥3 Doses,States/Local Areas,Colorado,2014,Age,35 Months,93.7,87.9 to 97.3,232
PCV,≥3 Doses,States/Local Areas,Colorado,2014-2015,Age,35 Months,92.9,89.3 to 95.6,504
PCV,≥3 Doses,States/Local Areas,Connecticut,2014,Age,35 Months,93.7,88.7 to 97.0,263
PCV,≥3 Doses,States/Local Areas,Connecticut,2014-2015,Age,35 Months,95.2,91.6 to 97.6,479
PCV,≥3 Doses,States/Local Areas,Delaware,2014,Age,35 Months,94.1,88.7 to 97.5,234
PCV,≥3 Doses,States/Local Areas,Delaware,2014-2015,Age,35 Months,94.5,91.0 to 97.0,461
PCV,≥3 Doses,States/Local Areas,District of Columbia,2014,Age,35 Months,94.6,88.9 to 97.9,296
PCV,≥3 Doses,States/Local Areas,District of Columbia,2014-2015,Age,35 Months,93,88.7 to 96.1,596
PCV,≥3 Doses,States/Local Areas,Florida,2014,Age,35 Months,89.1,82.6 to 93.9,274
PCV,≥3 Doses,States/Local Areas,Florida,2014-2015,Age,35 Months,90,85.9 to 93.3,583
PCV,≥3 Doses,States/Local Areas,Georgia,2014,Age,35 Months,91.6,86.6 to 95.3,284
PCV,≥3 Doses,States/Local Areas,Georgia,2014-2015,Age,35 Months,93.6,90.5 to 95.9,590
PCV,≥3 Doses,States/Local Areas,Guam,2014,Age,35 Months,87.8,81.9 to 92.5,293
PCV,≥3 Doses,States/Local Areas,Hawaii,2014,Age,35 Months,91.8,86.5 to 95.6,248
PCV,≥3 Doses,States/Local Areas,Hawaii,2014-2015,Age,35 Months,90.9,87.2 to 93.9,488
PCV,≥3 Doses,States/Local Areas,Idaho,2014,Age,35 Months,92.8,87.5 to 96.4,201
PCV,≥3 Doses,States/Local Areas,Idaho,2014-2015,Age,35 Months,91.2,87.2 to 94.4,415
PCV,≥3 Doses,States/Local Areas,Illinois,2014,Age,35 Months,93.2,90.0 to 95.6,493
PCV,≥3 Doses,States/Local Areas,Illinois,2014-2015,Age,35 Months,94.3,92.0 to 96.2,960
PCV,≥3 Doses,States/Local Areas,IL-City of Chicago,2014,Age,35 Months,92.5,84.1 to 97.4,122
PCV,≥3 Doses,States/Local Areas,IL-City of Chicago,2014-2015,Age,35 Months,95.4,90.9 to 98.1,266
PCV,≥3 Doses,States/Local Areas,IL-Rest of state,2014,Age,35 Months,93.4,90.0 to 96.0,371
PCV,≥3 Doses,States/Local Areas,IL-Rest of state,2014-2015,Age,35 Months,93.9,91.0 to 96.1,694
PCV,≥3 Doses,States/Local Areas,Indiana,2014,Age,35 Months,91.5,86.1 to 95.5,258
PCV,≥3 Doses,States/Local Areas,Indiana,2014-2015,Age,35 Months,91.6,87.8 to 94.6,509
PCV,≥3 Doses,States/Local Areas,Iowa,2014,Age,35 Months,92.7,88.5 to 95.9,277
PCV,≥3 Doses,States/Local Areas,Iowa,2014-2015,Age,35 Months,94.8,91.9 to 96.9,515
PCV,≥3 Doses,States/Local Areas,Kansas,2014,Age,35 Months,96.5,90.9 to 99.1,208
PCV,≥3 Doses,States/Local Areas,Kansas,2014-2015,Age,35 Months,95.7,90.2 to 98.6,388
PCV,≥3 Doses,States/Local Areas,Kentucky,2014,Age,35 Months,92.5,87.2 to 96.2,246
PCV,≥3 Doses,States/Local Areas,Kentucky,2014-2015,Age,35 Months,94.4,90.7 to 96.9,456
PCV,≥3 Doses,States/Local Areas,Louisiana,2014,Age,35 Months,93.5,87.7 to 97.1,261
PCV,≥3 Doses,States/Local Areas,Louisiana,2014-2015,Age,35 Months,94.9,91.9 to 97.0,535
PCV,≥3 Doses,States/Local Areas,Maine,2014,Age,35 Months,91.5,87.0 to 94.9,275
PCV,≥3 Doses,States/Local Areas,Maine,2014-2015,Age,35 Months,91.3,88.1 to 93.9,553
PCV,≥3 Doses,States/Local Areas,Maryland,2014,Age,35 Months,94.2,89.3 to 97.3,366
PCV,≥3 Doses,States/Local Areas,Maryland,2014-2015,Age,35 Months,95.4,92.2 to 97.5,738
PCV,≥3 Doses,States/Local Areas,Massachusetts,2014,Age,35 Months,99.4,98.1 to 99.9,291
PCV,≥3 Doses,States/Local Areas,Massachusetts,2014-2015,Age,35 Months,98,96.2 to 99.1,583
PCV,≥3 Doses,States/Local Areas,Michigan,2014,Age,35 Months,93.2,88.7 to 96.4,250
PCV,≥3 Doses,States/Local Areas,Michigan,2014-2015,Age,35 Months,92.2,88.5 to 95.0,486
PCV,≥3 Doses,States/Local Areas,Minnesota,2014,Age,35 Months,95.9,91.1 to 98.6,269
PCV,≥3 Doses,States/Local Areas,Minnesota,2014-2015,Age,35 Months,92.5,88.2 to 95.6,496
PCV,≥3 Doses,States/Local Areas,Mississippi,2014,Age,35 Months,92.8,87.6 to 96.4,239
PCV,≥3 Doses,States/Local Areas,Mississippi,2014-2015,Age,35 Months,91.8,88.4 to 94.5,511
PCV,≥3 Doses,States/Local Areas,Missouri,2014,Age,35 Months,94.7,90.8 to 97.3,241
PCV,≥3 Doses,States/Local Areas,Missouri,2014-2015,Age,35 Months,94.7,89.4 to 97.8,476
PCV,≥3 Doses,States/Local Areas,Montana,2014,Age,35 Months,90.9,85.6 to 94.8,225
PCV,≥3 Doses,States/Local Areas,Montana,2014-2015,Age,35 Months,91.3,87.3 to 94.4,481
PCV,≥3 Doses,States/Local Areas,Nebraska,2014,Age,35 Months,90.9,84.1 to 95.6,251
PCV,≥3 Doses,States/Local Areas,Nebraska,2014-2015,Age,35 Months,93.1,89.3 to 96.0,489
PCV,≥3 Doses,States/Local Areas,Nevada,2014,Age,35 Months,90.3,84.6 to 94.5,186
PCV,≥3 Doses,States/Local Areas,Nevada,2014-2015,Age,35 Months,90.7,87.2 to 93.6,439
PCV,≥3 Doses,States/Local Areas,New Hampshire,2014,Age,35 Months,98,95.3 to 99.3,219
PCV,≥3 Doses,States/Local Areas,New Hampshire,2014-2015,Age,35 Months,97.5,95.4 to 98.8,442
PCV,≥3 Doses,States/Local Areas,New Jersey,2014,Age,35 Months,90.9,85.3 to 95.0,334
PCV,≥3 Doses,States/Local Areas,New Jersey,2014-2015,Age,35 Months,93.2,90.0 to 95.6,649
PCV,≥3 Doses,States/Local Areas,New Mexico,2014,Age,35 Months,93.3,89.6 to 96.1,247
PCV,≥3 Doses,States/Local Areas,New Mexico,2014-2015,Age,35 Months,95.6,92.8 to 97.6,500
PCV,≥3 Doses,States/Local Areas,New York,2014,Age,35 Months,95,92.4 to 96.9,592
PCV,≥3 Doses,States/Local Areas,New York,2014-2015,Age,35 Months,93.2,90.8 to 95.2,1095
PCV,≥3 Doses,States/Local Areas,NY-City of New York,2014,Age,35 Months,93.1,88.6 to 96.3,305
PCV,≥3 Doses,States/Local Areas,NY-City of New York,2014-2015,Age,35 Months,91.6,87.4 to 94.8,554
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2014,Age,35 Months,96.9,94.1 to 98.6,287
PCV,≥3 Doses,States/Local Areas,NY-Rest of state,2014-2015,Age,35 Months,94.9,92.3 to 96.8,541
PCV,≥3 Doses,States/Local Areas,North Carolina,2014,Age,35 Months,91.8,85.5 to 96.1,287
PCV,≥3 Doses,States/Local Areas,North Carolina,2014-2015,Age,35 Months,94.7,90.8 to 97.3,607
PCV,≥3 Doses,States/Local Areas,North Dakota,2014,Age,35 Months,93.6,89.2 to 96.6,230
PCV,≥3 Doses,States/Local Areas,North Dakota,2014-2015,Age,35 Months,94.2,91.5 to 96.3,447
PCV,≥3 Doses,States/Local Areas,Ohio,2014,Age,35 Months,91.4,86.8 to 94.9,232
PCV,≥3 Doses,States/Local Areas,Ohio,2014-2015,Age,35 Months,90.1,86.8 to 92.9,524
PCV,≥3 Doses,States/Local Areas,Oklahoma,2014,Age,35 Months,89.7,83.4 to 94.3,227
PCV,≥3 Doses,States/Local Areas,Oklahoma,2014-2015,Age,35 Months,91.6,87.6 to 94.6,502
PCV,≥3 Doses,States/Local Areas,Oregon,2014,Age,35 Months,91.5,86.9 to 94.9,270
PCV,≥3 Doses,States/Local Areas,Oregon,2014-2015,Age,35 Months,92.3,88.7 to 95.1,513
PCV,≥3 Doses,States/Local Areas,Pennsylvania,2014,Age,35 Months,92.3,87.1 to 96.0,556
PCV,≥3 Doses,States/Local Areas,Pennsylvania,2014-2015,Age,35 Months,92.3,88.4 to 95.3,1073
PCV,≥3 Doses,States/Local Areas,PA-Philadelphia,2014,Age,35 Months,96,90.0 to 98.9,214
PCV,≥3 Doses,States/Local Areas,PA-Philadelphia,2014-2015,Age,35 Months,95.1,91.2 to 97.7,432
PCV,≥3 Doses,States/Local Areas,PA-Rest of state,2014,Age,35 Months,91.7,85.6 to 95.9,342
PCV,≥3 Doses,States/Local Areas,PA-Rest of state,2014-2015,Age,35 Months,91.8,87.2 to 95.3,641
PCV,≥3 Doses,HHS Regions/National,Region 1,2014,Age,35 Months,96.8,95.5 to 97.9,1564
PCV,≥3 Doses,HHS Regions/National,Region 1,2014-2015,Age,35 Months,96.4,95.2 to 97.3,3073
PCV,≥3 Doses,HHS Regions/National,Region 2,2014,Age,35 Months,93.8,91.4 to 95.8,926
PCV,≥3 Doses,HHS Regions/National,Region 2,2014-2015,Age,35 Months,93.3,91.4 to 94.9,1744
PCV,≥3 Doses,HHS Regions/National,Region 3,2014,Age,35 Months,93.3,90.6 to 95.5,2071
PCV,≥3 Doses,HHS Regions/National,Region 3,2014-2015,Age,35 Months,93.6,91.7 to 95.1,4142
PCV,≥3 Doses,HHS Regions/National,Region 4,2014,Age,35 Months,91.5,89.1 to 93.5,2100
PCV,≥3 Doses,HHS Regions/National,Region 4,2014-2015,Age,35 Months,92.9,91.4 to 94.2,4318
PCV,≥3 Doses,HHS Regions/National,Region 5,2014,Age,35 Months,92.1,90.3 to 93.7,1726
PCV,≥3 Doses,HHS Regions/National,Region 5,2014-2015,Age,35 Months,92,90.7 to 93.2,3461
PCV,≥3 Doses,HHS Regions/National,Region 6,2014,Age,35 Months,92.5,90.7 to 94.1,2387
PCV,≥3 Doses,HHS Regions/National,Region 6,2014-2015,Age,35 Months,93.4,92.2 to 94.4,5094
PCV,≥3 Doses,HHS Regions/National,Region 7,2014,Age,35 Months,94.1,91.8 to 96.0,977
PCV,≥3 Doses,HHS Regions/National,Region 7,2014-2015,Age,35 Months,94.4,92.0 to 96.3,1868
PCV,≥3 Doses,HHS Regions/National,Region 8,2014,Age,35 Months,92.4,89.7 to 94.6,1484
PCV,≥3 Doses,HHS Regions/National,Region 8,2014-2015,Age,35 Months,92,90.1 to 93.6,2972
PCV,≥3 Doses,HHS Regions/National,Region 9,2014,Age,35 Months,89.6,84.3 to 93.8,1048
PCV,≥3 Doses,HHS Regions/National,Region 9,2014-2015,Age,35 Months,91.6,87.9 to 94.6,2082
PCV,≥3 Doses,States/Local Areas,Rhode Island,2014,Age,35 Months,96.2,91.7 to 98.7,245
PCV,≥3 Doses,States/Local Areas,Rhode Island,2014-2015,Age,35 Months,96.7,94.2 to 98.3,493
PCV,≥3 Doses,States/Local Areas,South Carolina,2014,Age,35 Months,95.9,92.7 to 98.0,251
PCV,≥3 Doses,States/Local Areas,South Carolina,2014-2015,Age,35 Months,95,92.4 to 97.0,524
PCV,≥3 Doses,States/Local Areas,South Dakota,2014,Age,35 Months,93,88.5 to 96.2,274
PCV,≥3 Doses,States/Local Areas,South Dakota,2014-2015,Age,35 Months,93,90.0 to 95.3,493
PCV,≥3 Doses,States/Local Areas,Tennessee,2014,Age,35 Months,87.6,81.0 to 92.7,243
PCV,≥3 Doses,States/Local Areas,Tennessee,2014-2015,Age,35 Months,91.7,88.0 to 94.6,484
PCV,≥3 Doses,States/Local Areas,Texas,2014,Age,35 Months,92.8,90.4 to 94.7,1413
PCV,≥3 Doses,States/Local Areas,Texas,2014-2015,Age,35 Months,93.4,91.9 to 94.7,3053
PCV,≥3 Doses,States/Local Areas,TX-Bexar County,2014,Age,35 Months,93.9,87.0 to 97.9,229
PCV,≥3 Doses,States/Local Areas,TX-Bexar County,2014-2015,Age,35 Months,95.3,91.2 to 97.8,471
PCV,≥3 Doses,States/Local Areas,TX-City of Houston,2014,Age,35 Months,90.1,83.7 to 94.8,154
PCV,≥3 Doses,States/Local Areas,TX-City of Houston,2014-2015,Age,35 Months,93.3,89.4 to 96.1,295
PCV,≥3 Doses,States/Local Areas,TX-Dallas County,2014-2015,Age,35 Months,94,89.8 to 96.8,287
PCV,≥3 Doses,States/Local Areas,TX-El Paso County,2014-2015,Age,35 Months,94.3,90.7 to 96.8,332
PCV,≥3 Doses,States/Local Areas,TX-Hidalgo County,2014-2015,Age,35 Months,96.2,91.2 to 98.7,121
PCV,≥3 Doses,States/Local Areas,TX-Tarrant County,2014-2015,Age,35 Months,88.5,78.8 to 95.1,150
PCV,≥3 Doses,States/Local Areas,TX-Rest of state,2014,Age,35 Months,92.9,90.2 to 95.1,1030
PCV,≥3 Doses,States/Local Areas,TX-Rest of state,2014-2015,Age,35 Months,93.1,90.9 to 95.0,1397
PCV,≥3 Doses,HHS Regions/National,Region 10,2014,Age,35 Months,92.8,90.0 to 95.0,1050
PCV,≥3 Doses,HHS Regions/National,Region 10,2014-2015,Age,35 Months,91.7,89.5 to 93.7,2042
PCV,≥3 Doses,States/Local Areas,Utah,2014,Age,35 Months,91.2,86.5 to 94.8,258
PCV,≥3 Doses,States/Local Areas,Utah,2014-2015,Age,35 Months,90.3,86.6 to 93.3,499
PCV,≥3 Doses,States/Local Areas,Vermont,2014,Age,35 Months,95.2,90.7 to 97.9,271
PCV,≥3 Doses,States/Local Areas,Vermont,2014-2015,Age,35 Months,94.6,91.6 to 96.8,523
PCV,≥3 Doses,States/Local Areas,Virginia,2014,Age,35 Months,93,87.1 to 96.8,351
PCV,≥3 Doses,States/Local Areas,Virginia,2014-2015,Age,35 Months,93.9,90.3 to 96.5,725
PCV,≥3 Doses,States/Local Areas,Washington,2014,Age,35 Months,93.6,88.9 to 96.8,304
PCV,≥3 Doses,States/Local Areas,Washington,2014-2015,Age,35 Months,91.6,87.8 to 94.5,582
PCV,≥3 Doses,States/Local Areas,West Virginia,2014,Age,35 Months,95.1,92.0 to 97.2,268
PCV,≥3 Doses,States/Local Areas,West Virginia,2014-2015,Age,35 Months,94.3,91.8 to 96.2,549
PCV,≥3 Doses,States/Local Areas,Wisconsin,2014,Age,35 Months,86.4,78.8 to 92.4,224
PCV,≥3 Doses,States/Local Areas,Wisconsin,2014-2015,Age,35 Months,90.3,86.1 to 93.6,486
PCV,≥3 Doses,States/Local Areas,Wyoming,2014,Age,35 Months,87.7,82.9 to 91.7,265
PCV,≥3 Doses,States/Local Areas,Wyoming,2014-2015,Age,35 Months,89.6,86.3 to 92.4,548
PCV,≥3 Doses,States/Local Areas,Alabama,2015,Age,35 Months,95.2,91.4 to 97.7,287
PCV,≥3 Doses,States/Local Areas,Alabama,2015-2016,Age,35 Months,94,91.0 to 96.2,596
PCV,≥3 Doses,States/Local Areas,Alaska,2015,Age,35 Months,90.7,86.3 to 94.1,257
PCV,≥3 Doses,States/Local Areas,Alaska,2015-2016,Age,35 Months,89,85.2 to 92.3,485
PCV,≥3 Doses,States/Local Areas,Arizona,2015,Age,35 Months,88.8,83.0 to 93.3,248
PCV,≥3 Doses,States/Local Areas,Arizona,2015-2016,Age,35 Months,91.7,87.9 to 94.7,505
PCV,≥3 Doses,States/Local Areas,Arkansas,2015,Age,35 Months,91.7,86.6 to 95.4,265
PCV,≥3 Doses,States/Local Areas,Arkansas,2015-2016,Age,35 Months,91.9,88.2 to 94.8,537
PCV,≥3 Doses,States/Local Areas,California,2015,Age,35 Months,98.7,94.0 to 99.9,293
PCV,≥3 Doses,States/Local Areas,California,2015-2016,Age,35 Months,94.9,87.9 to 98.5,599
PCV,≥3 Doses,States/Local Areas,Colorado,2015,Age,35 Months,91.9,87.3 to 95.3,272
PCV,≥3 Doses,States/Local Areas,Colorado,2015-2016,Age,35 Months,92.9,89.9 to 95.3,519
PCV,≥3 Doses,States/Local Areas,Connecticut,2015,Age,35 Months,97.2,90.8 to 99.5,216
PCV,≥3 Doses,States/Local Areas,Connecticut,2015-2016,Age,35 Months,95.6,91.6 to 98.1,398
PCV,≥3 Doses,States/Local Areas,Delaware,2015,Age,35 Months,94.8,89.8 to 97.9,227
PCV,≥3 Doses,States/Local Areas,Delaware,2015-2016,Age,35 Months,94.3,91.0 to 96.7,460
PCV,≥3 Doses,States/Local Areas,District of Columbia,2015,Age,35 Months,91.8,85.3 to 96.1,300
PCV,≥3 Doses,States/Local Areas,District of Columbia,2015-2016,Age,35 Months,92.3,88.4 to 95.3,593
PCV,≥3 Doses,States/Local Areas,Florida,2015,Age,35 Months,90.8,85.6 to 94.8,309
PCV,≥3 Doses,States/Local Areas,Florida,2015-2016,Age,35 Months,91.8,88.4 to 94.5,658
PCV,≥3 Doses,States/Local Areas,Georgia,2015,Age,35 Months,96,92.6 to 98.1,306
PCV,≥3 Doses,States/Local Areas,Georgia,2015-2016,Age,35 Months,94.2,91.1 to 96.4,640
PCV,≥3 Doses,States/Local Areas,Guam,2015-2016,Age,35 Months,83.5,78.6 to 87.9,460
PCV,≥3 Doses,States/Local Areas,Hawaii,2015,Age,35 Months,90.3,84.5 to 94.6,240
PCV,≥3 Doses,States/Local Areas,Hawaii,2015-2016,Age,35 Months,90.4,86.6 to 93.5,470
PCV,≥3 Doses,States/Local Areas,Idaho,2015,Age,35 Months,89.7,83.4 to 94.4,214
PCV,≥3 Doses,States/Local Areas,Idaho,2015-2016,Age,35 Months,92,88.3 to 94.9,404
PCV,≥3 Doses,States/Local Areas,Illinois,2015,Age,35 Months,95.6,91.9 to 97.9,467
PCV,≥3 Doses,States/Local Areas,Illinois,2015-2016,Age,35 Months,95.5,93.2 to 97.1,951
PCV,≥3 Doses,States/Local Areas,IL-City of Chicago,2015,Age,35 Months,98.3,95.4 to 99.5,144
PCV,≥3 Doses,States/Local Areas,IL-City of Chicago,2015-2016,Age,35 Months,99,97.0 to 99.7,301
PCV,≥3 Doses,States/Local Areas,IL-Rest of state,2015,Age,35 Months,94.7,89.9 to 97.7,323
PCV,≥3 Doses,States/Local Areas,IL-Rest of state,2015-2016,Age,35 Months,94.4,91.4 to 96.6,650
PCV,≥3 Doses,States/Local Areas,Indiana,2015,Age,35 Months,91.6,86.1 to 95.6,251
PCV,≥3 Doses,States/Local Areas,Indiana,2015-2016,Age,35 Months,91,87.2 to 94.1,536
PCV,≥3 Doses,States/Local Areas,Iowa,2015,Age,35 Months,96.9,92.3 to 99.1,238
PCV,≥3 Doses,States/Local Areas,Iowa,2015-2016,Age,35 Months,97.6,94.6 to 99.1,436
PCV,≥3 Doses,States/Local Areas,Kansas,2015,Age,35 Months,92,86.2 to 96.0,180
PCV,≥3 Doses,States/Local Areas,Kansas,2015-2016,Age,35 Months,91.3,87.6 to 94.2,481
PCV,≥3 Doses,States/Local Areas,Kentucky,2015,Age,35 Months,95.8,90.3 to 98.7,210
PCV,≥3 Doses,States/Local Areas,Kentucky,2015-2016,Age,35 Months,96,92.0 to 98.4,391
PCV,≥3 Doses,States/Local Areas,Louisiana,2015,Age,35 Months,96.2,93.4 to 98.1,274
PCV,≥3 Doses,States/Local Areas,Louisiana,2015-2016,Age,35 Months,95.1,91.8 to 97.3,540
PCV,≥3 Doses,States/Local Areas,Maine,2015,Age,35 Months,91.1,86.5 to 94.7,278
PCV,≥3 Doses,States/Local Areas,Maine,2015-2016,Age,35 Months,91.7,88.6 to 94.3,521
PCV,≥3 Doses,States/Local Areas,Maryland,2015,Age,35 Months,96.4,91.7 to 98.8,372
PCV,≥3 Doses,States/Local Areas,Maryland,2015-2016,Age,35 Months,95,92.1 to 97.1,836
PCV,≥3 Doses,States/Local Areas,Massachusetts,2015,Age,35 Months,96.5,93.1 to 98.5,292
PCV,≥3 Doses,States/Local Areas,Massachusetts,2015-2016,Age,35 Months,95.4,92.4 to 97.4,559
PCV,≥3 Doses,States/Local Areas,Michigan,2015,Age,35 Months,91.2,85.2 to 95.5,236
PCV,≥3 Doses,States/Local Areas,Michigan,2015-2016,Age,35 Months,92.8,89.3 to 95.5,527
PCV,≥3 Doses,States/Local Areas,Minnesota,2015,Age,35 Months,88.9,81.6 to 94.3,227
PCV,≥3 Doses,States/Local Areas,Minnesota,2015-2016,Age,35 Months,92.7,88.6 to 95.8,444
PCV,≥3 Doses,States/Local Areas,Mississippi,2015,Age,35 Months,90.7,85.8 to 94.4,272
PCV,≥3 Doses,States/Local Areas,Mississippi,2015-2016,Age,35 Months,93.8,91.0 to 96.0,579
PCV,≥3 Doses,States/Local Areas,Missouri,2015,Age,35 Months,96.2,86.0 to 99.6,235
PCV,≥3 Doses,States/Local Areas,Missouri,2015-2016,Age,35 Months,91,86.3 to 94.6,473
PCV,≥3 Doses,States/Local Areas,Montana,2015,Age,35 Months,92,86.0 to 96.1,256
PCV,≥3 Doses,States/Local Areas,Montana,2015-2016,Age,35 Months,90.8,86.8 to 94.0,513
PCV,≥3 Doses,States/Local Areas,Nebraska,2015,Age,35 Months,95.4,91.2 to 98.0,238
PCV,≥3 Doses,States/Local Areas,Nebraska,2015-2016,Age,35 Months,94.9,91.7 to 97.2,461
PCV,≥3 Doses,States/Local Areas,Nevada,2015,Age,35 Months,91.2,86.6 to 94.7,253
PCV,≥3 Doses,States/Local Areas,Nevada,2015-2016,Age,35 Months,90.5,86.9 to 93.4,580
PCV,≥3 Doses,States/Local Areas,New Hampshire,2015,Age,35 Months,96.9,93.3 to 98.9,223
PCV,≥3 Doses,States/Local Areas,New Hampshire,2015-2016,Age,35 Months,94.6,91.7 to 96.7,454
PCV,≥3 Doses,States/Local Areas,New Jersey,2015,Age,35 Months,95.4,92.1 to 97.6,315
PCV,≥3 Doses,States/Local Areas,New Jersey,2015-2016,Age,35 Months,94.9,92.2 to 96.9,613
PCV,≥3 Doses,States/Local Areas,New Mexico,2015,Age,35 Months,98,94.5 to 99.5,253
PCV,≥3 Doses,States/Local Areas,New Mexico,2015-2016,Age,35 Months,96.4,93.7 to 98.1,648
